type,name,code
NASDAQ Equity,"SolarEdge Technologies, Inc. (SEDG)",SEDG
NASDAQ Equity,"Soleno Therapeutics, Inc. (SLNO)",SLNO
NASDAQ Equity,"Soleno Therapeutics, Inc. (SLNOW)",SLNOW
NASDAQ Equity,Sol-Gel Technologies Ltd. (SLGL),SLGL
NASDAQ Equity,Solid Biosciences Inc. (SLDB),SLDB
NASDAQ Equity,"Soligenix, Inc. (SNGX)",SNGX
NASDAQ Equity,"Soligenix, Inc. (SNGXW)",SNGXW
NASDAQ Equity,"Soliton, Inc. (SOLY)",SOLY
NASDAQ Equity,"Sonim Technologies, Inc. (SONM)",SONM
NASDAQ Equity,"Sonoma Pharmaceuticals, Inc. (SNOA)",SNOA
NASDAQ Equity,"Sonoma Pharmaceuticals, Inc. (SNOAW)",SNOAW
NASDAQ Equity,"Sonos, Inc. (SONO)",SONO
NASDAQ Equity,"Sophiris Bio, Inc. (SPHS)",SPHS
NASDAQ Equity,"SORL Auto Parts, Inc. (SORL)",SORL
NASDAQ Equity,"Sorrento Therapeutics, Inc. (SRNE)",SRNE
NASDAQ Equity,Sotherly Hotels Inc. (SOHO),SOHO
NASDAQ Equity,Sotherly Hotels Inc. (SOHOB),SOHOB
NASDAQ Equity,Sotherly Hotels Inc. (SOHON),SOHON
NASDAQ Equity,Sotherly Hotels Inc. (SOHOO),SOHOO
NASDAQ Equity,"Sound Financial Bancorp, Inc. (SFBC)",SFBC
NASDAQ Equity,South Mountain Merger Corp. (SMMCU),SMMCU
NASDAQ Equity,"South Plains Financial, Inc. (SPFI)",SPFI
NASDAQ Equity,South State Corporation (SSB),SSB
NASDAQ Equity,"Southern First Bancshares, Inc. (SFST)",SFST
NASDAQ Equity,"Southern Missouri Bancorp, Inc. (SMBC)",SMBC
NASDAQ Equity,"Southern National Bancorp of Virginia, Inc. (SONA)",SONA
NASDAQ Equity,"Southside Bancshares, Inc. (SBSI)",SBSI
NASDAQ Equity,So-Young International Inc. (SY),SY
NASDAQ Equity,SP Plus Corporation (SP),SP
NASDAQ Equity,"SPAR Group, Inc. (SGRP)",SGRP
NASDAQ Equity,"Spark Energy, Inc. (SPKE)",SPKE
NASDAQ Equity,"Spark Energy, Inc. (SPKEP)",SPKEP
NASDAQ Equity,"Spark Therapeutics, Inc. (ONCE)",ONCE
NASDAQ Equity,"Spartan Motors, Inc. (SPAR)",SPAR
NASDAQ Equity,SpartanNash Company (SPTN),SPTN
NASDAQ Equity,SPDR Dorsey Wright Fixed Income Allocation ETF (DWFI),DWFI
NASDAQ Equity,"Spectrum Pharmaceuticals, Inc. (SPPI)",SPPI
NASDAQ Equity,"Spero Therapeutics, Inc. (SPRO)",SPRO
NASDAQ Equity,Sphere 3D Corp. (ANY),ANY
NASDAQ Equity,Spherix Incorporated (SPEX),SPEX
NASDAQ Equity,"SPI Energy Co., Ltd. (SPI)",SPI
NASDAQ Equity,"Spirit Airlines, Inc. (SAVE)",SAVE
NASDAQ Equity,"Spirit of Texas Bancshares, Inc. (STXB)",STXB
NASDAQ Equity,Splunk Inc. (SPLK),SPLK
NASDAQ Equity,"Spok Holdings, Inc. (SPOK)",SPOK
NASDAQ Equity,"Sportsman&#39;s Warehouse Holdings, Inc. (SPWH)",SPWH
NASDAQ Equity,"Spring Bank Pharmaceuticals, Inc. (SBPH)",SBPH
NASDAQ Equity,"Sprott Focus Trust, Inc. (FUND)",FUND
NASDAQ Equity,"Sprouts Farmers Market, Inc. (SFM)",SFM
NASDAQ Equity,"SPS Commerce, Inc. (SPSC)",SPSC
NASDAQ Equity,"SS&C Technologies Holdings, Inc. (SSNC)",SSNC
NASDAQ Equity,SSLJ.com Limited (YGTY),YGTY
NASDAQ Equity,SSR Mining Inc. (SSRM),SSRM
NASDAQ Equity,STAAR Surgical Company (STAA),STAA
NASDAQ Equity,"Staffing 360 Solutions, Inc. (STAF)",STAF
NASDAQ Equity,Stamps.com Inc. (STMP),STMP
NASDAQ Equity,Standard AVB Financial Corp. (STND),STND
NASDAQ Equity,Star Bulk Carriers Corp. (SBLK),SBLK
NASDAQ Equity,Star Bulk Carriers Corp. (SBLKZ),SBLKZ
NASDAQ Equity,Starbucks Corporation (SBUX),SBUX
NASDAQ Equity,State Auto Financial Corporation (STFC),STFC
NASDAQ Equity,Stealth BioTherapeutics Corp. (MITO),MITO
NASDAQ Equity,"StealthGas, Inc. (GASS)",GASS
NASDAQ Equity,"Steel Connect, Inc. (STCN)",STCN
NASDAQ Equity,"Steel Dynamics, Inc. (STLD)",STLD
NASDAQ Equity,"Stein Mart, Inc. (SMRT)",SMRT
NASDAQ Equity,"Stemline Therapeutics, Inc. (STML)",STML
NASDAQ Equity,"Stericycle, Inc. (SRCL)",SRCL
NASDAQ Equity,"Sterling Bancorp, Inc. (SBT)",SBT
NASDAQ Equity,Sterling Construction Company Inc (STRL),STRL
NASDAQ Equity,"Steven Madden, Ltd. (SHOO)",SHOO
NASDAQ Equity,Stewardship Financial Corp (SSFN),SSFN
NASDAQ Equity,"Stitch Fix, Inc. (SFIX)",SFIX
NASDAQ Equity,"Stock Yards Bancorp, Inc. (SYBT)",SYBT
NASDAQ Equity,"Stoke Therapeutics, Inc. (STOK)",STOK
NASDAQ Equity,StoneCastle Financial Corp (BANX),BANX
NASDAQ Equity,StoneCo Ltd. (STNE),STNE
NASDAQ Equity,"Strata Skin Sciences, Inc. (SSKN)",SSKN
NASDAQ Equity,"Stratasys, Ltd. (SSYS)",SSYS
NASDAQ Equity,"Strategic Education, Inc. (STRA)",STRA
NASDAQ Equity,Strategy Shares Nasdaq 7HANDL Index ETF (HNDL),HNDL
NASDAQ Equity,Strattec Security Corporation (STRT),STRT
NASDAQ Equity,Stratus Properties Inc. (STRS),STRS
NASDAQ Equity,"Streamline Health Solutions, Inc. (STRM)",STRM
NASDAQ Equity,Strongbridge Biopharma plc (SBBP),SBBP
NASDAQ Equity,"Summer Infant, Inc. (SUMR)",SUMR
NASDAQ Equity,"Summit Financial Group, Inc. (SMMF)",SMMF
NASDAQ Equity,Summit State Bank (SSBI),SSBI
NASDAQ Equity,Summit Therapeutics plc (SMMT),SMMT
NASDAQ Equity,"Summit Wireless Technologies, Inc. (WISA)",WISA
NASDAQ Equity,Sundance Energy Australia Limited (SNDE),SNDE
NASDAQ Equity,"Sunesis Pharmaceuticals, Inc. (SNSS)",SNSS
NASDAQ Equity,"SunOpta, Inc. (STKL)",STKL
NASDAQ Equity,SunPower Corporation (SPWR),SPWR
NASDAQ Equity,Sunrun Inc. (RUN),RUN
NASDAQ Equity,"Sunworks, Inc. (SUNW)",SUNW
NASDAQ Equity,"Super League Gaming, Inc. (SLGG)",SLGG
NASDAQ Equity,"SuperCom, Ltd. (SPCB)",SPCB
NASDAQ Equity,Superconductor Technologies Inc. (SCON),SCON
NASDAQ Equity,"Superior Group of Companies, Inc. (SGC)",SGC
NASDAQ Equity,"Supernus Pharmaceuticals, Inc. (SUPN)",SUPN
NASDAQ Equity,"support.com, Inc. (SPRT)",SPRT
NASDAQ Equity,"Surface Oncology, Inc. (SURF)",SURF
NASDAQ Equity,"Surgery Partners, Inc. (SGRY)",SGRY
NASDAQ Equity,"Surmodics, Inc. (SRDX)",SRDX
NASDAQ Equity,"Sutro Biopharma, Inc. (STRO)",STRO
NASDAQ Equity,SVB Financial Group (SIVB),SIVB
NASDAQ Equity,SVMK Inc. (SVMK),SVMK
NASDAQ Equity,"Sykes Enterprises, Incorporated (SYKE)",SYKE
NASDAQ Equity,Symantec Corporation (SYMC),SYMC
NASDAQ Equity,"Synacor, Inc. (SYNC)",SYNC
NASDAQ Equity,Synalloy Corporation (SYNL),SYNL
NASDAQ Equity,Synaptics Incorporated (SYNA),SYNA
NASDAQ Equity,"Synchronoss Technologies, Inc. (SNCR)",SNCR
NASDAQ Equity,"Syndax Pharmaceuticals, Inc. (SNDX)",SNDX
NASDAQ Equity,"Syneos Health, Inc. (SYNH)",SYNH
NASDAQ Equity,"Synlogic, Inc. (SYBX)",SYBX
NASDAQ Equity,"Synopsys, Inc. (SNPS)",SNPS
NASDAQ Equity,"Synthesis Energy Systems, Inc. (SES)",SES
NASDAQ Equity,"Synthorx, Inc. (THOR)",THOR
NASDAQ Equity,"Sypris Solutions, Inc. (SYPR)",SYPR
NASDAQ Equity,"Syros Pharmaceuticals, Inc. (SYRS)",SYRS
NASDAQ Equity,"T. Rowe Price Group, Inc. (TROW)",TROW
NASDAQ Equity,"T2 Biosystems, Inc. (TTOO)",TTOO
NASDAQ Equity,"Tabula Rasa HealthCare, Inc. (TRHC)",TRHC
NASDAQ Equity,"Tactile Systems Technology, Inc. (TCMD)",TCMD
NASDAQ Equity,Taitron Components Incorporated (TAIT),TAIT
NASDAQ Equity,"Taiwan Liposome Company, Ltd. (TLC)",TLC
NASDAQ Equity,"Take-Two Interactive Software, Inc. (TTWO)",TTWO
NASDAQ Equity,Talend S.A. (TLND),TLND
NASDAQ Equity,"Tandem Diabetes Care, Inc. (TNDM)",TNDM
NASDAQ Equity,"Tandy Leather Factory, Inc. (TLF)",TLF
NASDAQ Equity,Tantech Holdings Ltd. (TANH),TANH
NASDAQ Equity,Taoping Inc. (TAOP),TAOP
NASDAQ Equity,"Tarena International, Inc. (TEDU)",TEDU
NASDAQ Equity,Target Hospitality Corp. (TH),TH
NASDAQ Equity,Target Hospitality Corp. (THWWW),THWWW
NASDAQ Equity,"Taronis Technologies, Inc. (TRNX)",TRNX
NASDAQ Equity,TAT Technologies Ltd. (TATT),TATT
NASDAQ Equity,"Taylor Devices, Inc. (TAYD)",TAYD
NASDAQ Equity,"TCG BDC, Inc. (CGBD)",CGBD
NASDAQ Equity,TCR2 Therapeutics Inc. (TCRR),TCRR
NASDAQ Equity,TD Ameritrade Holding Corporation (AMTD),AMTD
NASDAQ Equity,"TDH Holdings, Inc. (PETZ)",PETZ
NASDAQ Equity,Tech Data Corporation (TECD),TECD
NASDAQ Equity,Technical Communications Corporation (TCCO),TCCO
NASDAQ Equity,"TechTarget, Inc. (TTGT)",TTGT
NASDAQ Equity,Tecnoglass Inc. (TGLS),TGLS
NASDAQ Equity,Tecogen Inc. (TGEN),TGEN
NASDAQ Equity,"Tectonic Financial, Inc. (TECTP)",TECTP
NASDAQ Equity,"Telenav, Inc. (TNAV)",TNAV
NASDAQ Equity,"Teligent, Inc. (TLGT)",TLGT
NASDAQ Equity,Tellurian Inc. (TELL),TELL
NASDAQ Equity,"Tenable Holdings, Inc. (TENB)",TENB
NASDAQ Equity,"Tenax Therapeutics, Inc. (TENX)",TENX
NASDAQ Equity,Tenzing Acquisition Corp. (TZAC),TZAC
NASDAQ Equity,Tenzing Acquisition Corp. (TZACU),TZACU
NASDAQ Equity,Tenzing Acquisition Corp. (TZACW),TZACW
NASDAQ Equity,"Teradyne, Inc. (TER)",TER
NASDAQ Equity,"TerraForm Power, Inc. (TERP)",TERP
NASDAQ Equity,Territorial Bancorp Inc. (TBNK),TBNK
NASDAQ Equity,"Tesla, Inc.  (TSLA)",TSLA
NASDAQ Equity,TESSCO Technologies Incorporated (TESS),TESS
NASDAQ Equity,"Tetra Tech, Inc. (TTEK)",TTEK
NASDAQ Equity,"Tetraphase Pharmaceuticals, Inc. (TTPH)",TTPH
NASDAQ Equity,"Texas Capital Bancshares, Inc. (TCBI)",TCBI
NASDAQ Equity,"Texas Capital Bancshares, Inc. (TCBIL)",TCBIL
NASDAQ Equity,"Texas Capital Bancshares, Inc. (TCBIP)",TCBIP
NASDAQ Equity,Texas Instruments Incorporated (TXN),TXN
NASDAQ Equity,"Texas Roadhouse, Inc. (TXRH)",TXRH
NASDAQ Equity,TFS Financial Corporation (TFSL),TFSL
NASDAQ Equity,"TG Therapeutics, Inc. (TGTX)",TGTX
NASDAQ Equity,The Alkaline Water Company Inc. (WTER),WTER
NASDAQ Equity,"The Andersons, Inc. (ANDE)",ANDE
NASDAQ Equity,"The Bancorp, Inc. (TBBK)",TBBK
NASDAQ Equity,The Bank of Princeton (BPRN),BPRN
NASDAQ Equity,The Carlyle Group L.P. (CG),CG
NASDAQ Equity,The Carlyle Group L.P. (TCGP),TCGP
NASDAQ Equity,The Cheesecake Factory Incorporated (CAKE),CAKE
NASDAQ Equity,"The Chefs&#39; Warehouse, Inc. (CHEF)",CHEF
NASDAQ Equity,The Community Financial Corporation (TCFC),TCFC
NASDAQ Equity,The Descartes Systems Group Inc. (DSGX),DSGX
NASDAQ Equity,"The Dixie Group, Inc. (DXYN)",DXYN
NASDAQ Equity,"The Ensign Group, Inc. (ENSG)",ENSG
NASDAQ Equity,The ExOne Company (XONE),XONE
NASDAQ Equity,"The First Bancshares, Inc. (FBMS)",FBMS
NASDAQ Equity,The First of Long Island Corporation (FLIC),FLIC
NASDAQ Equity,The Goodyear Tire & Rubber Company (GT),GT
NASDAQ Equity,"The Habit Restaurants, Inc. (HABT)",HABT
NASDAQ Equity,"The Hackett Group, Inc. (HCKT)",HCKT
NASDAQ Equity,"The Hain Celestial Group, Inc. (HAIN)",HAIN
NASDAQ Equity,"The Herzfeld Caribbean Basin Fund, Inc. (CUBA)",CUBA
NASDAQ Equity,The Intergroup Corporation (INTG),INTG
NASDAQ Equity,The Joint Corp. (JYNT),JYNT
NASDAQ Equity,The Kraft Heinz Company (KHC),KHC
NASDAQ Equity,The Long-Term Care ETF (OLD),OLD
NASDAQ Equity,The Lovesac Company (LOVE),LOVE
NASDAQ Equity,The Madison Square Garden Company (MSG),MSG
NASDAQ Equity,The Medicines Company (MDCO),MDCO
NASDAQ Equity,"The Meet Group, Inc. (MEET)",MEET
NASDAQ Equity,"The Michaels Companies, Inc. (MIK)",MIK
NASDAQ Equity,The Middleby Corporation (MIDD),MIDD
NASDAQ Equity,The Obesity ETF (SLIM),SLIM
NASDAQ Equity,"The ONE Group Hospitality, Inc. (STKS)",STKS
NASDAQ Equity,The Organics ETF (ORG),ORG
NASDAQ Equity,"The Peck Company, Inc. (PECK)",PECK
NASDAQ Equity,"The Peck Company, Inc. (PECKW)",PECKW
NASDAQ Equity,The Providence Service Corporation (PRSC),PRSC
NASDAQ Equity,The RMR Group Inc. (RMR),RMR
NASDAQ Equity,The Simply Good Foods Company (SMPL),SMPL
NASDAQ Equity,The Stars Group Inc. (TSG),TSG
NASDAQ Equity,"The Trade Desk, Inc. (TTD)",TTD
NASDAQ Equity,The York Water Company (YORW),YORW
NASDAQ Equity,The9 Limited (NCTY),NCTY
NASDAQ Equity,"TherapeuticsMD, Inc. (TXMD)",TXMD
NASDAQ Equity,Therapix Biosciences Ltd. (TRPX),TRPX
NASDAQ Equity,"Theravance Biopharma, Inc. (TBPH)",TBPH
NASDAQ Equity,"TheStreet, Inc. (TST)",TST
NASDAQ Equity,"THL Credit, Inc. (TCRD)",TCRD
NASDAQ Equity,"Thunder Bridge Acquisition, Ltd. (TBRG)",TBRG
NASDAQ Equity,"Thunder Bridge Acquisition, Ltd. (TBRGU)",TBRGU
NASDAQ Equity,"Thunder Bridge Acquisition, Ltd. (TBRGW)",TBRGW
NASDAQ Equity,Tiberius Acquisition Corporation (TIBR),TIBR
NASDAQ Equity,Tiberius Acquisition Corporation (TIBRU),TIBRU
NASDAQ Equity,Tiberius Acquisition Corporation (TIBRW),TIBRW
NASDAQ Equity,"Tile Shop Hldgs, Inc. (TTS)",TTS
NASDAQ Equity,"Tilray, Inc. (TLRY)",TLRY
NASDAQ Equity,"Timberland Bancorp, Inc. (TSBK)",TSBK
NASDAQ Equity,Tiptree Inc. (TIPT),TIPT
NASDAQ Equity,Titan Machinery Inc. (TITN),TITN
NASDAQ Equity,Titan Medical Inc. (TMDI),TMDI
NASDAQ Equity,"Titan Pharmaceuticals, Inc. (TTNP)",TTNP
NASDAQ Equity,"Tivity Health, Inc. (TVTY)",TVTY
NASDAQ Equity,TiVo Corporation (TIVO),TIVO
NASDAQ Equity,Tiziana Life Sciences plc (TLSA),TLSA
NASDAQ Equity,TKK Symphony Acquisition Corporation (TKKS),TKKS
NASDAQ Equity,TKK Symphony Acquisition Corporation (TKKSR),TKKSR
NASDAQ Equity,TKK Symphony Acquisition Corporation (TKKSU),TKKSU
NASDAQ Equity,TKK Symphony Acquisition Corporation (TKKSW),TKKSW
NASDAQ Equity,"T-Mobile US, Inc. (TMUS)",TMUS
NASDAQ Equity,TMSR Holding Company Limited (TMSR),TMSR
NASDAQ Equity,Tocagen Inc. (TOCA),TOCA
NASDAQ Equity,Tonix Pharmaceuticals Holding Corp. (TNXP),TNXP
NASDAQ Equity,TOP Ships Inc. (TOPS),TOPS
NASDAQ Equity,"Torchlight Energy Resources, Inc. (TRCH)",TRCH
NASDAQ Equity,TORM plc (TRMD),TRMD
NASDAQ Equity,Tottenham Acquisition I Limited (TOTA),TOTA
NASDAQ Equity,Tottenham Acquisition I Limited (TOTAR),TOTAR
NASDAQ Equity,Tottenham Acquisition I Limited (TOTAU),TOTAU
NASDAQ Equity,Tottenham Acquisition I Limited (TOTAW),TOTAW
NASDAQ Equity,"ToughBuilt Industries, Inc. (TBLT)",TBLT
NASDAQ Equity,"ToughBuilt Industries, Inc. (TBLTU)",TBLTU
NASDAQ Equity,"ToughBuilt Industries, Inc. (TBLTW)",TBLTW
NASDAQ Equity,Tower Semiconductor Ltd. (TSEM),TSEM
NASDAQ Equity,"Town Sports International Holdings, Inc. (CLUB)",CLUB
NASDAQ Equity,Towne Bank (TOWN),TOWN
NASDAQ Equity,"TPI Composites, Inc. (TPIC)",TPIC
NASDAQ Equity,"TRACON Pharmaceuticals, Inc. (TCON)",TCON
NASDAQ Equity,Tractor Supply Company (TSCO),TSCO
NASDAQ Equity,Tradeweb Markets Inc. (TW),TW
NASDAQ Equity,Trans World Entertainment Corp. (TWMC),TWMC
NASDAQ Equity,TransAct Technologies Incorporated (TACT),TACT
NASDAQ Equity,"Transcat, Inc. (TRNS)",TRNS
NASDAQ Equity,TransGlobe Energy Corporation (TGA),TGA
NASDAQ Equity,"Translate Bio, Inc. (TBIO)",TBIO
NASDAQ Equity,"TransMedics Group, Inc. (TMDX)",TMDX
NASDAQ Equity,TravelCenters of America LLC (TA),TA
NASDAQ Equity,TravelCenters of America LLC (TANNI),TANNI
NASDAQ Equity,TravelCenters of America LLC (TANNL),TANNL
NASDAQ Equity,TravelCenters of America LLC (TANNZ),TANNZ
NASDAQ Equity,Travelzoo (TZOO),TZOO
NASDAQ Equity,Tremont Mortgage Trust (TRMT),TRMT
NASDAQ Equity,"Trevena, Inc. (TRVN)",TRVN
NASDAQ Equity,"Trevi Therapeutics, Inc. (TRVI)",TRVI
NASDAQ Equity,Tribune Publishing Company (TPCO),TPCO
NASDAQ Equity,"Tricida, Inc. (TCDA)",TCDA
NASDAQ Equity,TriCo Bancshares (TCBK),TCBK
NASDAQ Equity,Trident Acquisitions Corp. (TDAC),TDAC
NASDAQ Equity,Trident Acquisitions Corp. (TDACU),TDACU
NASDAQ Equity,Trident Acquisitions Corp. (TDACW),TDACW
NASDAQ Equity,Trillium Therapeutics Inc. (TRIL),TRIL
NASDAQ Equity,TriMas Corporation (TRS),TRS
NASDAQ Equity,Trimble Inc. (TRMB),TRMB
NASDAQ Equity,Trinity Biotech plc (TRIB),TRIB
NASDAQ Equity,Trinity Merger Corp. (TMCX),TMCX
NASDAQ Equity,Trinity Merger Corp. (TMCXU),TMCXU
NASDAQ Equity,Trinity Merger Corp. (TMCXW),TMCXW
NASDAQ Equity,"TripAdvisor, Inc. (TRIP)",TRIP
NASDAQ Equity,"TriState Capital Holdings, Inc. (TSC)",TSC
NASDAQ Equity,"TriState Capital Holdings, Inc. (TSCAP)",TSCAP
NASDAQ Equity,"TriState Capital Holdings, Inc. (TSCBP)",TSCBP
NASDAQ Equity,"Triumph Bancorp, Inc. (TBK)",TBK
NASDAQ Equity,trivago N.V. (TRVG),TRVG
NASDAQ Equity,"TrovaGene, Inc. (TROV)",TROV
NASDAQ Equity,"TrueCar, Inc. (TRUE)",TRUE
NASDAQ Equity,"Trupanion, Inc. (TRUP)",TRUP
NASDAQ Equity,TrustCo Bank Corp NY (TRST),TRST
NASDAQ Equity,Trustmark Corporation (TRMK),TRMK
NASDAQ Equity,"TSR, Inc. (TSRI)",TSRI
NASDAQ Equity,"TTEC Holdings, Inc. (TTEC)",TTEC
NASDAQ Equity,"TTM Technologies, Inc. (TTMI)",TTMI
NASDAQ Equity,TuanChe Limited (TC),TC
NASDAQ Equity,Tucows Inc. (TCX),TCX
NASDAQ Equity,Tuesday Morning Corp. (TUES),TUES
NASDAQ Equity,Tuniu Corporation (TOUR),TOUR
NASDAQ Equity,"Turning Point Therapeutics, Inc. (TPTX)",TPTX
NASDAQ Equity,Turtle Beach Corporation (HEAR),HEAR
NASDAQ Equity,Tuscan Holdings Corp. (THCB),THCB
NASDAQ Equity,Tuscan Holdings Corp. (THCBU),THCBU
NASDAQ Equity,Tuscan Holdings Corp. (THCBW),THCBW
NASDAQ Equity,Twelve Seas Investment Company (BROG),BROG
NASDAQ Equity,Twelve Seas Investment Company (BROGR),BROGR
NASDAQ Equity,Twelve Seas Investment Company (BROGU),BROGU
NASDAQ Equity,Twelve Seas Investment Company (BROGW),BROGW
NASDAQ Equity,"Twin Disc, Incorporated (TWIN)",TWIN
NASDAQ Equity,Twist Bioscience Corporation (TWST),TWST
NASDAQ Equity,Two River Bancorp (TRCB),TRCB
NASDAQ Equity,"Tyme Technologies, Inc. (TYME)",TYME
NASDAQ Equity,"U S Concrete, Inc. (USCR)",USCR
NASDAQ Equity,"U.S. Auto Parts Network, Inc. (PRTS)",PRTS
NASDAQ Equity,U.S. Energy Corp. (USEG),USEG
NASDAQ Equity,"U.S. Global Investors, Inc. (GROW)",GROW
NASDAQ Equity,U.S. Gold Corp. (USAU),USAU
NASDAQ Equity,"U.S. Well Services, Inc. (USWS)",USWS
NASDAQ Equity,"U.S. Well Services, Inc. (USWSW)",USWSW
NASDAQ Equity,"Ubiquiti Networks, Inc. (UBNT)",UBNT
NASDAQ Equity,"UFP Technologies, Inc. (UFPT)",UFPT
NASDAQ Equity,"Ulta Beauty, Inc. (ULTA)",ULTA
NASDAQ Equity,"Ultra Clean Holdings, Inc. (UCTT)",UCTT
NASDAQ Equity,Ultra Petroleum Corp. (UPL),UPL
NASDAQ Equity,Ultragenyx Pharmaceutical Inc. (RARE),RARE
NASDAQ Equity,Ultralife Corporation (ULBI),ULBI
NASDAQ Equity,UMB Financial Corporation (UMBF),UMBF
NASDAQ Equity,Umpqua Holdings Corporation (UMPQ),UMPQ
NASDAQ Equity,Unico American Corporation (UNAM),UNAM
NASDAQ Equity,"Union Bankshares, Inc. (UNB)",UNB
NASDAQ Equity,uniQure N.V. (QURE),QURE
NASDAQ Equity,"United Bancorp, Inc. (UBCP)",UBCP
NASDAQ Equity,"United Bancshares, Inc. (UBOH)",UBOH
NASDAQ Equity,"United Bankshares, Inc. (UBSI)",UBSI
NASDAQ Equity,"United Community Banks, Inc. (UCBI)",UCBI
NASDAQ Equity,United Community Financial Corp. (UCFC),UCFC
NASDAQ Equity,"United Continental Holdings, Inc. (UAL)",UAL
NASDAQ Equity,"United Financial Bancorp, Inc.  (UBNK)",UBNK
NASDAQ Equity,"United Fire Group, Inc (UFCS)",UFCS
NASDAQ Equity,United Insurance Holdings Corp. (UIHC),UIHC
NASDAQ Equity,"United Natural Foods, Inc. (UNFI)",UNFI
NASDAQ Equity,United Security Bancshares (UBFO),UBFO
NASDAQ Equity,"United States Lime & Minerals, Inc. (USLM)",USLM
NASDAQ Equity,United Therapeutics Corporation (UTHR),UTHR
NASDAQ Equity,"United-Guardian, Inc. (UG)",UG
NASDAQ Equity,Uniti Group Inc. (UNIT),UNIT
NASDAQ Equity,"Unity Bancorp, Inc. (UNTY)",UNTY
NASDAQ Equity,"Unity Biotechnology, Inc. (UBX)",UBX
NASDAQ Equity,Universal Display Corporation (OLED),OLED
NASDAQ Equity,Universal Electronics Inc. (UEIC),UEIC
NASDAQ Equity,"Universal Forest Products, Inc. (UFPI)",UFPI
NASDAQ Equity,"Universal Logistics Holdings, Inc. (ULH)",ULH
NASDAQ Equity,"Universal Stainless & Alloy Products, Inc. (USAP)",USAP
NASDAQ Equity,Univest Financial Corporation (UVSP),UVSP
NASDAQ Equity,Unum Therapeutics Inc. (UMRX),UMRX
NASDAQ Equity,UP Fintech China-U.S. Internet Titans ETF (TTTN),TTTN
NASDAQ Equity,UP Fintech Holding Limited (TIGR),TIGR
NASDAQ Equity,"Upland Software, Inc. (UPLD)",UPLD
NASDAQ Equity,Upwork Inc. (UPWK),UPWK
NASDAQ Equity,"Urban One, Inc.  (UONE)",UONE
NASDAQ Equity,"Urban One, Inc.  (UONEK)",UONEK
NASDAQ Equity,"Urban Outfitters, Inc. (URBN)",URBN
NASDAQ Equity,"Urban Tea, Inc. (MYT)",MYT
NASDAQ Equity,UroGen Pharma Ltd. (URGN),URGN
NASDAQ Equity,Urovant Sciences Ltd. (UROV),UROV
NASDAQ Equity,"US Ecology, Inc. (ECOL)",ECOL
NASDAQ Equity,"USA Technologies, Inc. (USAT)",USAT
NASDAQ Equity,"USA Technologies, Inc. (USATP)",USATP
NASDAQ Equity,"USA Truck, Inc. (USAK)",USAK
NASDAQ Equity,"Utah Medical Products, Inc. (UTMD)",UTMD
NASDAQ Equity,UTStarcom Holdings Corp (UTSI),UTSI
NASDAQ Equity,Uxin Limited (UXIN),UXIN
NASDAQ Equity,"Vaccinex, Inc. (VCNX)",VCNX
NASDAQ Equity,"Valeritas Holdings, Inc. (VLRX)",VLRX
NASDAQ Equity,Validea Market Legends ETF (VALX),VALX
NASDAQ Equity,Valley National Bancorp (VLY),VLY
NASDAQ Equity,Valley National Bancorp (VLYPO),VLYPO
NASDAQ Equity,Valley National Bancorp (VLYPP),VLYPP
NASDAQ Equity,"Value Line, Inc. (VALU)",VALU
NASDAQ Equity,Vanda Pharmaceuticals Inc. (VNDA),VNDA
NASDAQ Equity,VanEck Vectors Biotech ETF (BBH),BBH
NASDAQ Equity,VanEck Vectors Pharmaceutical ETF (PPH),PPH
NASDAQ Equity,Vanguard Emerging Markets Government Bond ETF (VWOB),VWOB
NASDAQ Equity,Vanguard Global ex-U.S. Real Estate ETF (VNQI),VNQI
NASDAQ Equity,Vanguard Intermediate-Term Corporate Bond ETF (VCIT),VCIT
NASDAQ Equity,Vanguard Intermediate-Term Treasury ETF (VGIT),VGIT
NASDAQ Equity,Vanguard International Dividend Appreciation ETF (VIGI),VIGI
NASDAQ Equity,Vanguard International High Dividend Yield ETF (VYMI),VYMI
NASDAQ Equity,Vanguard Long-Term Corporate Bond ETF (VCLT),VCLT
NASDAQ Equity,Vanguard Long-Treasury ETF (VGLT),VGLT
NASDAQ Equity,Vanguard Mortgage-Backed Securities ETF (VMBS),VMBS
NASDAQ Equity,Vanguard Russell 1000 ETF (VONE),VONE
NASDAQ Equity,Vanguard Russell 1000 Growth ETF (VONG),VONG
NASDAQ Equity,Vanguard Russell 1000 Value ETF (VONV),VONV
NASDAQ Equity,Vanguard Russell 2000 ETF (VTWO),VTWO
NASDAQ Equity,Vanguard Russell 2000 Growth ETF (VTWG),VTWG
NASDAQ Equity,Vanguard Russell 2000 Value ETF (VTWV),VTWV
NASDAQ Equity,Vanguard Russell 3000 ETF (VTHR),VTHR
NASDAQ Equity,Vanguard Short-Term Corporate Bond ETF (VCSH),VCSH
NASDAQ Equity,Vanguard Short-Term Inflation-Protected Securities Index Fund (VTIP),VTIP
NASDAQ Equity,Vanguard Short-Term Treasury ETF (VGSH),VGSH
NASDAQ Equity,Vanguard Total Bond Market ETF (BND),BND
NASDAQ Equity,Vanguard Total Corporate Bond ETF (VTC),VTC
NASDAQ Equity,Vanguard Total International Bond ETF (BNDX),BNDX
